Post Text,Media Link,Media Type,Post Date,Likes Numeric,Comments Numeric,Shares Numeric
"Welcome to the next era of Nike Air: the Nike Air Max DnIt's different than any Nike Air creation you’ve ever seen. And thanks to Dynamic Air, it feels different too. The Nike Air Max Dn's new dual-pressure Air unit allows air to respond to pressure from each step, delivering a smooth sensation that isn’t just comfortable — it’s interactive. Leave it to the team at Nike to reinvent Air for a new generation.“Dynamic Air raises our benchmark for what Nike Air feels like,” says Kathy Gomez, Nike VP, NXT Footwear. “We’re always raising our expectations of what we can deliver for athletes. We’re using every tool at our disposal and every bit of our expertise to create new sensations with Air, while doing it more precisely. That expertise is where our teammates were so important in creating the Dn. Everyone from our researchers to our engineers to our material developers at Nike played a role is raising our standard for what’s possible with Air.”Learn more about the Nike Air Max Dn: https://lnkd.in/gPdNUvAChashtag#NikeAirMaxDn hashtag#NikeAirMax hashtag#JustDoIt



…more",None,Video,,0,0,0
"We observe January 15 as a National Day of Service, closing our U.S.-based Nike, Jordan and Converse offices, distribution centers and Air MI facilities. As Nike athletes, we know the intersection of civil rights and social justice isn’t passive, but participatory. This year, Nike is also celebrating its four-year milestone of the Black Community Commitment (BCC). Launched in 2020, Nike committed $40 million over four years, and Jordan Brand and Michael Jordan committed $100 million over 10 years, together investing in and supporting organizations focused on economic empowerment, education innovation and social justice to address racial inequality for the Black Community in the United States. The BCC Task Force visited Memphis last fall to tour the National Civil Rights Museum, which Nike has supported since 1996, and Nike’s North America Logistics Campus (You can watch some footage of their visit below). The Task Force took the opportunity to speak directly with local Nike teammates and some of the local community organizations that have received BCC grants so far. This is how the success of the BCC must be measured, says Willie Gregory, Nike Sr. Director of Community Relations, Mid-South — by the health of these local organizations who are committed over the long haul to advance racial equity for Black Americans.“If you’re a company, you owe your community the best you can give it,” says Gregory, who's also a BCC Task Force Member. “The BCC shows how Nike is helping the lead the way among companies that are making local communities better. I was born and raised in the city of Memphis. Nike is unique in how it encourages its employees to volunteer to this degree, allowing them to bank volunteer hours that can then be given as donations to the nonprofit of their choice. Making communities better must be a long-term, collaborative effort. That’s the spirit behind the BCC, and that’s the spirit among our employees.”hashtag#NikeBlackCommunityCommitment hashtag#BCC hashtag#JustDoIt



…more",None,Video,,0,0,0
"Giving Tuesday is here, and we’re highlighting how Nike, Jordan and Converse employees give back to the causes that matter most to them. Take it away, Kennard McClellan, Lauren Thomas and Jillian Rolland. 👏🏽Shout out the organization you'll support this Giving Tuesday, when the Nike Foundation is offering a 2X match on all NIKE, Inc. employee monetary donations made on Give Your Best, our employee giving platform. Looking for more ways to give back? Visit nike.com/give for organizations in North America and nike.com/gb/give for organizations across Europe and South Africa.hashtag#GivingTuesday2023 hashtag#GiveYourBest hashtag#SwooshLife hashtag#JustDoIt



…more",None,Video,,0,0,0
"Summer interns, that’s a wrap! Each year, the NIKE Internship Program is proud to welcome a diverse group of standout students to NIKE, Inc. offices. While we've said goodbye to our U.S. interns, we’re excited to welcome interns to our European offices this month. Applying their talents to a variety of fields across Nike, Jordan and Converse, our interns make a real impact for our business, receive mentorship, and ultimately, help us shape the future of sport. Check out the snapshot below of how our summer U.S. interns made NIKE, Inc. even better. Sound like a company you want to be a part of? We’re accepting internship applications for our 2024 U.S. program now. Rising juniors have until October 9 to apply and first-year MBA students should apply by December 3: https://lnkd.in/d-iK3aThashtag#SwooshLife hashtag#InternProgram hashtag#NikeInterns hashtag#NikeInternProgram



…more",None,Video,,0,0,0
"Our annual JDI Day is the ultimate celebration of sport — and the people around the world who make the NIKE, Inc. magic happen: our employees. Last Thursday, teammates, athletes and special guests came together to have fun and enjoy sport on a day that culminated with our 2023 Global Maxims Awards Show, which honors the teams that moved our business, brands and purpose forward during the past year.Learn more here: https://lnkd.in/gVVrvZy8And if this sounds like a company you want to be a part of, check out our open roles: www.jobs.nike.comhashtag#JustDoIt hashtag#Nike hashtag#DreamTeam



…more",None,Video,,0,0,0
"New parents are some of the hardest working athletes around, and when you’re a new parent on our team, we want to make sure you have the time you need to care for your family. That’s why, as of June 1, we’ve doubled our parental leave benefit from 8 to 16 weeks for all U.S.-based NIKE, Inc. employees — including, for the first time, part-time retail teammates — to give them more time with their child after birth, adoption or foster placement.  For first-time mom Kittorra Stokes, a Nike retail athlete who’s expecting twin girls later this summer, this best-in-class benefit gives personal and professional peace of mind. “With two babies on the way, knowing that I’ll have 16 weeks of paid time to bond with them is such a blessing,” says Kittorra, who’s a part-time administrative assistant at Nike Chicago. “I think this benefit shows how much Nike cares about and supports its people — I know, for me, it reaffirmed why I work here and why I want to stay.” Congrats, Kittorra. Twice! We’re out to support parents with our products too; check out this behind-the-scenes look at how our Nike designers are creating better footwear and apparel for expecting and new moms: https://lnkd.in/g96aWybT hashtag#TeamNike hashtag#JustDoIt hashtag#SwooshLife



…more",None,Image,,0,0,0
"When Nike’s employee networks mobilize around a cause, they create change that ripples from the inside out.That concept is nothing new for Taya Saxton, a Director of Cross Functional Sustainability at Nike. Taya served over four years in the Air Force, and she’s worked at Nike for almost a decade now, helping lead the company’s supply chain strategy to become more environmentally responsible. As a member of the leadership team on Nike’s Military Veterans and Friends Network (NMV), Saxton and her colleagues saw another opportunity to spearhead: helping shape a paid leave program for Nike’s military employees.“A consistent trait among our military friends is the resolve to find a way, even if you don’t know something,” says Taya. “When I was on active duty in the Air Force, I was immediately placed in an aerospace program. I knew nothing about satellites. But I didn’t have another option. I needed to hunker down and start learning. You find that commitment inside of every Nike military veteran.”The network drafted a detailed proposal for the leave program in 2017, eventually presenting to the company’s senior leadership. The support was resounding. A year later, Nike introduced its military leave program, giving employees who volunteer or are called back to the uniformed services up to 12 weeks of paid time off every 12 months.“The NMV really helped champion the program,” says Taya. “I love how our network gets to focus on showing up for the Nike military community at large, in addition to representing the military experience for all of our employees.”Learn more about how Nike supports the personal and professional well-being of our employees: https://lnkd.in/dpWnGc33hashtag#MemorialDay hashtag#NikeUnited hashtag#NMV hashtag#SwooshLife



…more",None,Image,,0,0,0
"We believe girls are the future of sport, the future of our brand and the future of our business. And we know that propelling girls to the forefront of sport will make it more inclusive, inviting and accessible to all. That’s how “You Got This” was born. This YouTube series for 10- to 13-year-old girls is focused on vulnerable yet empowering conversations among adolescent girls, athletes and creators that illuminate how sports can help you find your confidence and true self as you grow up. We hope it shows the power of our commitment at Nike. “The momentum and energy behind women and girls in sport is phenomenal, and I feel incredibly honored to be in this change-making role at this time,” says Stephanie Ankrah, VP, Nike Kids Global Brand Management. “Having grown up playing sport, I have benefitted from the physical, emotional and mental power it gives you. And being part of a team who are supporting girls to be inspired to be in and stay in sport drives a huge internal purpose and passion for myself and the whole team. We want all girls to feel and experience the power of playing sport to build a lifetime of confidence.”Check out the video to launch “You Got This” — and find out more about how we’re supporting girls and women in sport here: https://lnkd.in/g9uvxc8F hashtag#InternationalDayOfTheGirl hashtag#PlayIsPower hashtag#YouGotThis



…more",https://www.youtube.com/watch?v=xRNMH3JE_eY&ab_channel=Nike,Article,,0,0,0
"At Nike, community is an open invitation. Our eight NikeUNITED employee-led networks are a huge part of that, and invite in all teammates, whether or not they directly identify with the network’s background. This month, Nike’s Ascend Network is organizing a packed week at our World Headquarters in Beaverton, Ore., including a block party and a cricket clinic, teaching the fundamentals of one of the world’s most popular sports. The Ascend Network includes teammates with roots in Asia, the Middle East and the Pacific Islands, and any Nike employee can join the celebration. That impact is far reaching. Take it from EJ Kim, a Senior Merchant for Global Men's Running Footwear at Nike, who wants all employees to know they can find a new, supportive community in Ascend. “I’m grateful to be part of the Ascend Network in a leadership capacity and be able to organize events that celebrate and bring awareness to our diverse cultures,” says EJ. “I’ve had the opportunity to show up as my most authentic self at Nike. Our network encourages and inspires others in our community to do the same.” Learn more about our employee-led communities: https://lnkd.in/gcxyit3Shashtag#AAPIHM hashtag#NikeUNITED hashtag#Ascend hashtag#SwooshLife



…more",None,Image,,0,0,0
"The disability experience is the human experience.  With that belief, we’re celebrating Global Accessibility Awareness Day with our Accessibility Center of Excellence and the Employee Disability Network proudly co-hosting our second annual Accessibility Summit, a two-day event on Nike’s World Headquarters campus in Beaverton, Ore.At NIKE, Inc., the Accessibility Summit provides opportunity and space to build community, support teammates and demonstrate how accessibility has been and will continue to be a sharp point of innovation in product and in the employee experience. “Nike’s culture of innovation is fueled by curiosity and gaining insights from a diverse disability perspective to create the future of access to sport, fashion and self-expression for all,"" says Megan Lawrence, PhD, Sr. Director of Global Accessibility and the host for the summit. “Nike is a company that values diverse ways of thinking and new ideas to drive innovation through the lens of inclusion.”Learn more about what that means for us: https://lnkd.in/dpWnGc33hashtag#GlobalAccessibilityAwarenessDay hashtag#JustDoIt hashtag#LifeAtNike



…more",None,Image,,0,0,0
"Today marks 10 years of Air Max Day, and to celebrate, we’re sharing the behind-the-scenes story of creating the boldest look Max has seen in decades: the Nike Air Max Dn.“For us, it meant going back to the roots of Air,” says Nike Product Director Reggie Hunter, who helped lead the team that reimagined the platform. “I think what made Air Max originally so special was that it was developed for performance running, and those shoes felt responsive and were low to the ground. They looked fast, sleek, sophisticated. We wanted to revive this look and feel — and that was how the Nike Air Max Dn was born.”Learn how Reggie and team pulled off the Max revival: https://lnkd.in/gc9HS7k6And get your own pair of Dns, freshly dropped today: https://lnkd.in/dHWw5jAxhashtag#AirMaxDay hashtag#NikeAirMaxDn hashtag#JustDoIt



…more",None,Image,,0,0,0
"As a senior engineer with Nike’s Air Manufacturing Innovation (Air MI) team, Kristina Nardoni is sworn to secrecy. That’s because she’s at the forefront of Air Bag manufacturing that will appear on Nike’s newest shoes, like the ones you’ll see this summer. She started at Nike in 2017. Previously, her jobs had been in process engineering related to high-voltage equipment. A mentor told her about an opening for a Nike industrial engineering position out of the Air MI facility in Saint Charles, MO. Seven years later, she is using her experience to help launch new products and continue to improve Air Bags that have been beloved for years. “Industrial engineers are working from a zoomed-out place thinking about a system at large,” says Nardoni. “Some people are most concerned about the Air Bag being used. Others are interested in the machines. We get to look the whole system. One example was when we modified a machine on the floor that was giving operators shoulder pain. We saw the problem and saw that the shoulder pain was symptomatic of something else.” Nardoni’s deep look at the whole system is also her filter for seeing the holistic development of her own skills. Through Nike’s tuition reimbursement program, Krissy is earning her master's degree in management. She's taking a class at a time, and if she earns an A or a B, she gets reimbursed for the class. “I’m paying just a couple hundred bucks a year to get my master’s degree when it could be costing me thousands,” she says. Krissy has added to her Nike experience in more ways than just her rising job title. She also served as executive chairwoman of the Women of Nike (WON) employee network. She brought her zoomed-out POV to the position. For example, WON wanted to provide a delicious lunch to Air MI employees who worked nontraditional schedules. So, the team celebrated a midnight cookout together. Her advice to Nike employees: Learn as much as you can. Take advantage of the learning programs that are offered at the company. Be a sponge. “If you see a maintenance technician fixing a chiller at your workplace, ask what they’re working on,” she says. “You never know what you might learn.”hashtag#NikeAirMI hashtag#NikeInnovation hashtag#NikeEngineering hashtag#LifeAtNike



…more",None,Image,,0,0,0
"Last week, we had the privilege of sitting down with All-Star forward Giannis Antetokounmpo to hear his reflections on his inspiring career. Employees also got an exclusive, first-look screening of “Giannis: The Marvelous Journey,” which released yesterday on major streaming platforms.And talk about full circle: Interviewing Giannis was none other than Susan Mulders, Sr. Director, North America, Sports Marketing for Nike Basketball, who signed Giannis to his first Nike athlete deal in 2013.See how a signature athlete like Giannis grows the game across the world: https://lnkd.in/grHN3y6zhashtag#Giannis hashtag#NikeBasketball hashtag#JustDoIt hashtag#SwooshLife



…more",None,Image,,0,0,0
"What’s better than a Nike store opening? One that kicks off with the help of NewJeans. This past Saturday, Nike welcomed the all-female group for their first-ever performance in Singapore to celebrate the opening of Nike Orchard Road, the city’s newest sports hub. “Having NewJeans at Nike Orchard Road wasn’t just exciting, it was _beyond_,” says Dianna Tai, Nike Catalyst Brand Manager, SEA&I. “This was their first performance at a Nike event, and the energy and response from our consumers was amazing.” The activation was also the first major cross-territory partnership between Nike SEA&I and Nike Korea, Dianna says, and the teams pulled it off because of their shared dedication to invite more people into sport, especially women and girls. “I cannot tell you how many times I’ve heard ‘I’ve got your back,’ ‘We’re in this together,’ and ‘Let’s do this!’ since I’ve joined Nike,” she says. “Beyond the work itself, it is so important and comforting to know that you belong to a team that’s unified in supporting each other, every step of the way.” Learn more about the new Nike Orchard Road opening: https://lnkd.in/g4E67i3h hashtag#JustDoIt hashtag#Nike hashtag#NewJeans



…more",None,Image,,0,0,0
"“There are all kinds of achievements we can work toward in running — and life — and this group embraced and celebrated them all.”That’s Allie Schaich, one of 120 women across the United States who made up Nike’s Project Dreamweaver, a program created to help athletes chase their dreams of qualifying for the most competitive U.S. Olympic Marathon Trials ever assembled.Nike listened as everyday marathoners questioned if the new Women’s Olympic Trials Qualification (OTQ) of 2:37 — a drop of eight minutes from the 2020 Trials — could be done. The Nike team quickly pulled together the resources, expertise and community to help them.Similar to Nike’s unparalleled support of its elite athlete roster, Project Dreamweaver offered program participants the holistic resources and help needed, from coaching and nutrition to sport psychology and physiology guidance and more. The partnership supported the athletes both in the renowned Nike Sport Research Lab and the roads where they trained and raced across the U.S over the last two years.That support included creating a community of women who rallied each other forward, says Schaich, who works at Nike as a Manager in Strategy and Connected Membership. While Project Dreamweaver runners varied in skill levels, background and hometowns, they were united by a common belief: a dream worth pursuing is worth chasing together. When Schaich toes the starting line this weekend for the Trials in Orlando, she’ll have the collective behind her.“Finding the time to train at the level I want to while working full-time isn’t easy, but being able to have great friends and coworkers I’ve met through this program by my side has made a huge difference,"" says Schaich. ""I doubt there’s a remotely similar community out there that could provide the same level of support and excitement toward others achieving their goals — whether that was the OTQ, a PR, or just overcoming an injury and getting back into running after a hiatus.”Learn more about Project Dreamweaver: https://lnkd.in/d79NDCEzhashtag#ProjectDreamweaver hashtag#NikeRunning hashtag#JustDoIt



…more",None,Image,,0,0,0
"Tyler Faligowski has worked at Nike for more than 27 years. He’s held seven different titles in Air Manufacturing Innovation (Air MI), which creates the next generation of Air units for Nike shoes. He’s worked four different production floor shifts and worked in many different locations, including Nike’s World Headquarters (WHQ) in Beaverton, Ore. He always knew what his ultimate goal was from the minute he was hired in ‘95: to be a supervisor on the production floor at Air MI. Today, he's the leader he dreamed of becoming. “It was back in ’99 when I was working in Nike Team Sports at WHQ, when one day, an old manager of mine at Air MI called me up,” says Tyler. “There was a weekend supervisor role at AIR Sole – that was the name of Air MI at the time. I applied for it and got it, so I went back to manufacturing. Having my former leader reach out to me was extremely rewarding. He saw potential in me, but more importantly, we had a genuine relationship that continued even after I left the team.”Tyler was promoted to Production Manager in 2010 and then Director of Production Operations in 2017, leading different production platforms at Air MI. Today, he finds ways to pay it forward and advocate for his team like his former managers did for him. He helps lead a program at Air MI that empowers workers to share their voice with leadership and create positive change they want to see. Last year, Tyler worked with a team of operators on ideas to make job postings more visible and meeting agendas more transparent.Through it all, it's the people who made him want to establish a lifelong, managerial career path at Nike.“Connecting with people and helping them are big reasons why I wanted to advance at Nike,” says Tyler. “Becoming a leader was about helping create change with my teammates. Together. we’re making the company better.”Sound like a company you want to work for? Go to https://jobs.nike.comPhoto: Joshua Lee Sondelskihashtag#JustDoIt hashtag#NikeAirMI hashtag#NikeAir hashtag#AirMax



…more",None,Image,,0,0,0
"The Boston Celtics play the Denver Nuggets tomorrow in a battle of East against West. Even from the view on your couch, you’ll likely spot those distinct foam pods on the sides of Jayson Tatum’s second signature shoe with Jordan Brand, the Tatum 2. The shoe’s design is rooted in a philosophy that powers Jordan Brand’s approach to performance footwear: get at the motion and emotion behind Tatum’s game, and distill those qualities through every facet of the shoe.For Kelsey “Shme” Amy, Expert Color Designer of Performance Footwear at Jordan Brand, color is her tool to tell Jayson’s story. She started working alongside the All-Star forward in 2019 with the Air Jordan XXXIV. Since then, they’ve worked on six different models together, brainstormed more than 100 colorways, and most important, have forged one solid relationship. It’s not uncommon for Amy to get a text from Jayson, day or night, about a wild new colorway idea. What does she think? Can the team make it happen? For Amy, professional trust from athletes like Jayson might be the single most important factor of her job — and one that she loves.“Our whole team has established a relationship with Jayson where he lets us take a lot of big, bold swings in his shoe design,” says Kelsey. “Those big ideas come to life for me through color. Jayson has an open line of communication with us at any time, because we all want to make his ideas a reality. When you get an entire group who’s committed to growing that same level of trust with Jayson, you get a really special team, and a really special shoe.” Read more about the Tatum 2: https://lnkd.in/gJDQ85tzhashtag#JordanBrand hashtag#Jumpman hashtag#Tatum2



…more",None,Image,,0,0,0
"Can't beat this day for a WHQ run.Wanna join?https://jobs.nike.com/hashtag#NikeSpaces hashtag#SwooshLife hashtag#JustDoIt



…more",None,Image,,0,0,0
"“Running is more than a hobby for me — it’s a lifestyle. But it wasn’t until I was diagnosed with a mild heart disease almost four years ago that I realized how integral running is to my very being.” That’s Naoe Tanaka, Head Coach of Nike Ginza, the new Nike Rise store in the middle of downtown Tokyo. This location is in the heart of one of Japan’s most vibrant running communities, which Nike Ginza is specifically designed to serve through a variety of in-store features and programming. Tanaka’s passion for running led her to start working for Nike last year, and the camaraderie she’s found in the local running community has grounded her work in a deeper sense of purpose, she says. After the frightening diagnosis she mentioned above, she doubled down on finding ways to connect with other runners on what the sport gave her: Hope, healing, adventure and solidarity. And that's what the running programming at Nike Ginza is all about. Through regular events, like Nike Run Club Live group runs, Nike Ginza provides Tokyo’s runners a space where they can savor movement with each other. “Running with other people is something I started doing seriously once I joined the Nike family,” says Tanaka. “I remember my first staff run with my co-workers and feeling at home, supported and motivated in a way I’d never experienced before. What makes Nike so special is the sense of connection to others, and I've felt it firsthand. That’s exactly what I want people to feel when they come to our store: a shared spark that makes you want to redefine what you think is possible.” Read more about Nike Ginza at https://lnkd.in/gQg-gHgdhashtag#NikeGinza hashtag#SwooshLife hashtag#JustDoIt



…more",None,Image,,0,0,0
"Virgil Abloh was one of one. According to those who knew him best, the artist and designer most closely identified with skate in reflecting his creative principles through sport. The second annual Abloh Invitational, which took place this weekend in Miami, celebrated Virgil's enduring legacy and his love for the skate community. The two-day event featured freeriding sessions, competitions, community service opportunities, art exhibitions and more.For Leo Sandino-Taylor, Nike VP of Catalyst Brand Management, Virgil’s ease in bringing different social circles together — from artists to athletes to cultural figures — speaks to his special ability to connect with people, including his Nike teammates.“Virgil’s legacy lives on,” says Sandino-Taylor. “By hosting a second event like this with our SB athletes and Virgil’s nearest and dearest speaks to the deep relationship we had with him here at Nike. He wasn’t only our creative peer, but our friend. For an artist who changed the world in a way only he could, we’re honored to celebrate him in a way that only we could.” Learn more about this weekend’s event at https://lnkd.in/gqyKweyRhashtag#AblohInvitational hashtag#JustDoIt hashtag#NikeSB



…more",None,Image,,0,0,0
"The Doernbecher Freestyle XIX Collection releases this Saturday, December 2. The launch includes six of the most creative, imaginative footwear designs you’ll see all year, each of them designed by six young patients from Oregon Health & Science University Doernbecher Children's Hospital in Portland, Ore., along with a team of Nike creatives. To say it’s one of the most popular volunteer opportunities at NIKE, Inc. is an understatement.  Joining the design process this year was Leslie Howerton, a Senior Manager in Material Operations at the Bowerman Footwear Lab. Her passion for the event is deeply personal. Almost three years ago, her 7-year-old daughter, Winnie, passed away after a long battle with leukemia, and she was treated primarily at Doernbecher. “For these kids who are going through treatment, in the middle of a nightmare they had no say over, they finally have a sense of control over something,” says Leslie about the Freestyle program. “Our Nike teams are here to help make their creative vision a reality, but the kids are in the driver’s seat. The Freestyle process is a great example of what happens when creative outlets put power back into the hands of kids.”Never underestimate the power of some cool shoes, says Leslie. She saw that first-hand with Winnie. As she was receiving treatment, Winnie received a pair of custom Air Force 1s with pink, sparkly rainbows and unicorns on them — lovingly designed by Leslie’s Nike teammates in the Bowerman Footwear Lab. Leslie remembers how Doernbecher’s nurses would walk into Winnie’s room and shower her with compliments on the shoes. Winnie would smile, saying how the design was the only one, and adding that the shoes made her feel famous.“That’s what shoes can do,” says Leslie. “These Freestyle patient designers get to step outside of their medical situation and feel famous, too.”Learn more about the Doernbecher Freestyle XIX Collection at: https://lnkd.in/g5Snvbsahashtag#DoernbecherFreestyle hashtag#OHSU hashtag#SwooshLife



…more",None,Image,,0,0,0
"Ready to break some records? Meet the new Nike Alphafly 3, the lightest and most tested Alphafly ever. Marking the next chapter of Nike’s relentless commitment to push the boundaries of innovation and design, the Alphafly 3 delivers marathon speed for all runners — powered by Nike Air Zoom. Under the hood, the Alphafly’s system of speed remains the same in the third edition — with Nike’s proprietary combination of Air Zoom units, ZoomX foam and a carbon fiber Flyplate. What’s new is a fine-tuned engine to optimize and improve the overall benefit to all marathoners, regardless of their pace. “Everything we create at Nike is rooted in breaking barriers, inspiring the world and moving the sport forward,” says Bret Schoolmeester, Sr. Director, Nike Running Footwear. “Four years after it hit the scene, the Alphafly and our athletes are still at the front of the pack. The new Alphafly 3’s design has been optimized to help all athletes chase their personal best in the marathon, no matter their pace.” Learn more about the new Nike Alphafly 3 at https://lnkd.in/g_pAee9J hashtag#NikeRunning hashtag#NikeAlphafly3 hashtag#JustDoIt hashtag#Innovation



…more",None,Image,,0,0,0
"How do you follow up on one of the most pivotal sporting moments for women’s football? You follow through. Last week, Nike and Football Australia announced a 10-year contract extension, which will continue to support all levels of the game in the country, from Australia’s elite national teams, the Matildas and Socceroos (senior, youth, para), through to grassroots programs. Nike’s investment will also focus on Football Australia’s Legacy ’23 strategy, increasing access to the game for young girls and women. This strategy is driven by an audacious goal: to make football the nation’s first sport to reach gender parity in participation. Bold? Yes. Possible? Absolutely — especially when passionate people on both sides are committed to dreaming big.  For Chris Incoll, Nike Sports Marketing Lead in Pacific Australia, his day-to-day work demands this kind of thinking, alongside national leagues and organizations, to bring about lasting change. The momentum created by the past two major tournaments for the men in 2022 and women in 2023 is just the beginning. “It’s a privilege to work closely with Football Australia to build generational impact across the sport,” says Chris. “I strongly believe in the power of sport to bring people together and change their communities for the better. Delivering on a shared vision and purpose with Football Australia has been the highlight of my 13-year career at Nike.”Learn more about our extended partnership: https://lnkd.in/gMde92FRhashtag#NikeFootball hashtag#JustDoIt hashtag#GrowTheGame



…more",None,Image,,0,0,0
"Hold up. A revolutionary midsole foam derived from aerospace engineering...appearing in Nike’s record-breaking marathon shoes…now for basketball? 👀  This is the kind of futuristic design you can expect in Nike Basketball's “Greater Than” series, which just welcomed its newest addition: the G.T. Cut 3, marking the first time our Nike ZoomX Foam has appeared in a basketball shoe. Ben DeSanno, a senior product line manager with Nike Basketball, works with a team that's empowered to use the latest Nike technology to improve what players can achieve on the court, helping them uncover every possible edge over their opponent. The debut of ZoomX Foam is a huge moment for basketball performance — but there was another part of the launch that was especially satisfying for Ben. “The G.T. Cut 3 is the first time we’ll release both a kids-specific version and a lower-priced version with similar performance benefits in mind,"" says DeSanno. “We talk a lot here about expanding access to basketball for everyone. The launch of the G.T. Cut 3 is a major way we’re doing that through product design. It’s changing the game for even more people.” Learn more about the G.T. Cut 3: https://lnkd.in/gtvu_xhb hashtag#JustDoIt hashtag#NikeBasketball hashtag#GrowTheGame



…more",None,Image,,0,0,0
"When babies learn to walk, it’s like going from 0 to 100 — they GO. Parents know best of all how quickly toddlers morph from crawling to walking. So when Fanny Yung Ho became a parent herself, she realized she was in a unique position to design product that helped promote the early walking patterns for our littlest athletes.“As a footwear designer with 15 years of experience, I realized I actually have the skillset and the expertise to help design a better product for toddlers learning to walk,” says Fanny, a Nike Senior Manager in Design Innovation, NXT. “My teammates approached some of our colleagues on the knit team and asked how we could create a seamless, 360-degree Flyknit bootie. The Swoosh 1 took off from there out of that partnership.”Read more about the Nike Swoosh 1, the brand’s latest kids-first innovation: https://lnkd.in/gAXjDppNhashtag#JustDoIt hashtag#NikeSwoosh1 hashtag#NikeDesign



…more",None,Image,,0,0,0
"Cathy Swearengen-Duncan, an area manager at the Nike Distribution Center in Memphis, is no stranger to doing good work for her community. Growing up in North Memphis, Cathy’s parents were local apartment managers, she spent lots of time at the Hollywood Community Center after school and she had several relatives who were involved in local politics. She learned early-on the importance of community, giving back and trying to lift up those around you. So when Cathy was given an opportunity to join her local Employee Grant Selection Committee for the Nike Community Impact Fund (NCIF), Nike’s employee-led, neighborhood-focused approach to grant-making, she couldn’t say yes fast enough. “Whenever anyone is looking for volunteers, I raise my hand. It just matters to me,” she says. Each committee member is trained on how to assess grant applications, and then they share their insights — as individuals who live, work and play in the areas they’re representing — to decide which organizations should receive funding. She's reviewed between 75 and 80 applications. Even as someone who volunteers frequently, she says, she was overjoyed that there were so many people who wanted to help others in the community. The review process is time-consuming, but it wasn’t the hours logged that proved to be the most difficult part for Cathy. The committee members had to ask themselves some tough questions to make their final selections: How many people are they trying to help? How are they engaging kids? What’s their lasting impact? While each Nike teammate can only serve on their local NCIF Employee Grant Selection Committee once, Cathy is committed to finding other ways she can continue to make a difference through Nike. “Every time I go out into the community and meet someone connected to a nonprofit, I spread the word about NCIF and tell them to submit an application,” she says. “To see Nike help support these nonprofits in doing their work is amazing.” Learn more about the Nike Community Impact Fund at https://lnkd.in/eFqiD3YV hashtag#NCIF hashtag#SwooshLife hashtag#JustDoIt



…more",None,Image,,0,0,0
"Globally, 45 percent of teenage girls are dropping out of sport — that’s twice the rate of boys — and one of the biggest reasons is the impact a sports environment can have on their body confidence and self-esteem. That’s why Nike and Dove have partnered to launch Body Confident Sport, a first-of-its-kind set of tools for coaching 11- to 17-year-old girls that will help build their body confidence and make them feel like sport is a place where they belong.We know coaches are uniquely positioned to help positively influence girls’ perceptions of their bodies, and this new tool is scientifically proven to improve self-esteem and body confidence for girls. “The efficacy of this program is a huge part of why we are so eager to get it into the hands of coaches everywhere — it works!” says Kelsey Moore, Made to Play Director for North America Social and Community Impact, who worked closely on the partnership. “This project has also transformed my own mindset. As the mother of two young daughters, I plan to model body confidence and do everything in my power to ensure their sport experience is one that helps them reap all the benefits. I want sport and movement to build their confidence, help them understand their power and appreciate what their bodies can do, not what they look like.”  Find out more about the free tool and how you can get involved: https://lnkd.in/ewJ3WRNY hashtag#JustDoIt hashtag#BodyConfidence hashtag#MadeToPlay



…more",None,Image,,0,0,0
"Breaking down barriers is what we do at Nike — on and off the field. We were proud to take part in the 10th Annual Lesbians Who Tech & Allies Summit and help bring a message of inclusivity to future and current NIKE, Inc. teammates. The event took place virtually and in front of the Castro Theatre in San Francisco and surrounding city blocks, and our own Paula Radloff, VP of Global Talent Acquisition & Executive Search, gave a keynote address for the 15,000-plus attendees on how to “connect to your why.” This clear support is something we know resonates with our team and beyond.“Diversity work needs intentionality and a company’s leadership needs to be unflinching in its commitment — I am so proud to say that’s what we have at Nike,” says Chantal Awad, Nike Principal Business Architect, who attended the summit. “It’s evident in our Nike United Networks, in our Nike Impact Report. And as a global brand, we have the resources, the power, and the will to bring about tangible change.”Sound like the kind of company you want to be a part of? Check out our open roles and internships: https://jobs.nike.com/hashtag#NikeTech hashtag#SwooshLife hashtag#LesbiansWhoTech



…more",None,Image,,0,0,0
